day,MarketDemand(MW),OntarioDemand(MW),NuclearSupply(MW),GasSupply(MW),HydroSupply(MW),WindSupply(MW),SolarSupply(MW),BiofuelSupply(MW),TotalSupply(MW),HOEP($/MWh)
2003-09-30,408775,393679,,,,,,,,32.2270833333333
2003-10-01,417004,397091,,,,,,,,34.9466666666667
2003-10-02,417700,405717,,,,,,,,60.9516666666667
2003-10-03,415344,408550,,,,,,,,53.6004166666667
2003-10-04,377903,368666,,,,,,,,36.6116666666667
2003-10-05,369178,364848,,,,,,,,52.79375
2003-10-06,408900,404900,,,,,,,,58.0291666666667
2003-10-07,406149,401709,,,,,,,,51.3825
2003-10-08,404160,399581,,,,,,,,63.8995833333333
2003-10-09,403769,399375,,,,,,,,67.8375
2003-10-10,397575,395689,,,,,,,,71.7129166666667
2003-10-11,354595,353989,,,,,,,,64.5808333333333
2003-10-12,346425,339778,,,,,,,,49.6558333333333
2003-10-13,353506,339958,,,,,,,,35.145
2003-10-14,398568,395384,,,,,,,,61.4316666666667
2003-10-15,402437,399309,,,,,,,,49.9758333333333
2003-10-16,403285,401534,,,,,,,,54.0991666666667
2003-10-17,401776,401028,,,,,,,,61.42875
2003-10-18,371361,369268,,,,,,,,57.64375
2003-10-19,363047,360564,,,,,,,,44.6554166666667
2003-10-20,405793,404529,,,,,,,,61.1779166666667
2003-10-21,410286,406170,,,,,,,,57.0704166666667
2003-10-22,419720,413270,,,,,,,,55.04625
2003-10-23,422690,416548,,,,,,,,68.7204166666667
2003-10-24,414400,408998,,,,,,,,67.14375
2003-10-25,381442,375939,,,,,,,,70.625
2003-10-26,374123,368512,,,,,,,,57.8783333333333
2003-10-27,417738,414200,,,,,,,,64.1275
2003-10-28,422062,421072,,,,,,,,71.23375
2003-10-29,414223,412343,,,,,,,,58.2708333333333
2003-10-30,411810,410247,,,,,,,,51.3070833333333
2003-10-31,404802,401259,,,,,,,,56.8666666666667
2003-11-01,371518,367542,,,,,,,,45.4266666666667
2003-11-02,371082,368976,,,,,,,,42.4591666666667
2003-11-03,417916,413488,,,,,,,,52.7316666666667
2003-11-04,432454,428669,,,,,,,,58.0175
2003-11-05,424183,419810,,,,,,,,37.8270833333333
2003-11-06,425946,419464,,,,,,,,40.6645833333333
2003-11-07,428623,420815,,,,,,,,40.4429166666667
2003-11-08,408315,398622,,,,,,,,37.5445833333333
2003-11-09,402887,390601,,,,,,,,36.3220833333333
2003-11-10,439622,427756,,,,,,,,39.7958333333333
2003-11-11,432491,424509,,,,,,,,32.65875
2003-11-12,420663,412151,,,,,,,,31.7529166666667
2003-11-13,439291,430076,,,,,,,,43.9941666666667
2003-11-14,449312,440299,,,,,,,,50.5091666666667
2003-11-15,404173,397110,,,,,,,,34.2704166666667
2003-11-16,395367,386291,,,,,,,,31.44375
2003-11-17,441115,428916,,,,,,,,47.8816666666667
2003-11-18,436521,422232,,,,,,,,37.9308333333333
2003-11-19,430579,417406,,,,,,,,40.02875
2003-11-20,439115,421156,,,,,,,,32.6229166666667
2003-11-21,437945,414599,,,,,,,,31.4141666666667
2003-11-22,404742,390782,,,,,,,,29.9454166666667
2003-11-23,395158,375368,,,,,,,,34.92125
2003-11-24,441460,429489,,,,,,,,56.9016666666667
2003-11-25,452709,442463,,,,,,,,49.70875
2003-11-26,449180,430219,,,,,,,,34.5441666666667
2003-11-27,444747,437397,,,,,,,,42.0033333333333
2003-11-28,446130,434687,,,,,,,,53.3329166666667
2003-11-29,418062,405035,,,,,,,,33.7770833333333
2003-11-30,405559,393783,,,,,,,,32.73875
2003-12-01,454227,443388,,,,,,,,39.5325
2003-12-02,474227,462569,,,,,,,,43.8429166666667
2003-12-03,484361,466426,,,,,,,,54.8258333333334
2003-12-04,472859,455161,,,,,,,,52.2241666666667
2003-12-05,476921,460570,,,,,,,,60.0716666666667
2003-12-06,454846,434849,,,,,,,,50.8229166666667
2003-12-07,448338,423021,,,,,,,,48.12125
2003-12-08,479106,462525,,,,,,,,59.03375
2003-12-09,475946,458842,,,,,,,,56.2629166666667
2003-12-10,465097,451560,,,,,,,,49.445
2003-12-11,465375,455147,,,,,,,,57.3275
2003-12-12,478484,464573,,,,,,,,48.1670833333333
2003-12-13,454261,437844,,,,,,,,47.3779166666667
2003-12-14,454694,431382,,,,,,,,55.345
2003-12-15,479201,460083,,,,,,,,51.1329166666667
2003-12-16,475570,456520,,,,,,,,51.8766666666667
2003-12-17,470452,455638,,,,,,,,56.6154166666667
2003-12-18,473196,459696,,,,,,,,63.9908333333333
2003-12-19,472049,459372,,,,,,,,51.25375
2003-12-20,454513,431505,,,,,,,,54.8341666666667
2003-12-21,437897,412435,,,,,,,,40.5841666666667
2003-12-22,456127,434417,,,,,,,,34.3775
2003-12-23,447924,429238,,,,,,,,28.2775
2003-12-24,424016,389407,,,,,,,,27.3475
2003-12-25,388114,356080,,,,,,,,27.6854166666667
2003-12-26,389643,359124,,,,,,,,28.0933333333333
2003-12-27,389225,369119,,,,,,,,26.2404166666667
2003-12-28,384513,365155,,,,,,,,28.125
2003-12-29,416760,391997,,,,,,,,28.5808333333333
2003-12-30,433847,401280,,,,,,,,29.4725
2003-12-31,415366,388394,,,,,,,,26.1270833333333
2004-01-01,389043,363449,,,,,,,,26.8270833333333
2004-01-02,429495,392163,,,,,,,,32.6245833333333
2004-01-03,407961,377787,,,,,,,,29.9045833333333
2004-01-04,424574,392135,,,,,,,,31.8483333333333
2004-01-05,487289,460254,,,,,,,,40.26125
2004-01-06,506767,477729,,,,,,,,48.2445833333333
2004-01-07,511140,490653,,,,,,,,56.0704166666667
2004-01-08,521166,492581,,,,,,,,50.1175
2004-01-09,542131,512511,,,,,,,,70.2175
2004-01-10,506397,482753,,,,,,,,79.0670833333333
2004-01-11,485129,452508,,,,,,,,49.925
2004-01-12,512736,472953,,,,,,,,57.3666666666667
2004-01-13,515337,486796,,,,,,,,61.2920833333333
2004-01-14,551308,522994,,,,,,,,87.7395833333333
2004-01-15,548171,527286,,,,,,,,99.7320833333333
2004-01-16,543352,519701,,,,,,,,93.1595833333333
2004-01-17,493195,473404,,,,,,,,57.1625
2004-01-18,470138,441634,,,,,,,,50.0733333333333
2004-01-19,517397,495996,,,,,,,,80.6529166666667
2004-01-20,524816,500193,,,,,,,,69.8683333333333
2004-01-21,524326,500468,,,,,,,,60.0029166666667
2004-01-22,522048,494725,,,,,,,,60.35
2004-01-23,525722,503686,,,,,,,,88.5345833333333
2004-01-24,501630,477595,,,,,,,,74.71125
2004-01-25,495399,473205,,,,,,,,73.4695833333333
2004-01-26,547473,523476,,,,,,,,109.652083333333
2004-01-27,531550,511227,,,,,,,,101.5175
2004-01-28,517261,492987,,,,,,,,74.79375
2004-01-29,512290,495944,,,,,,,,94.1066666666667
2004-01-30,518164,498776,,,,,,,,85.4458333333333
2004-01-31,484623,459937,,,,,,,,58.0079166666667
2004-02-01,463450,436716,,,,,,,,39.2166666666667
2004-02-02,496155,474161,,,,,,,,51.3520833333333
2004-02-03,490300,469331,,,,,,,,60.30375
2004-02-04,490402,470340,,,,,,,,65.9833333333333
2004-02-05,494828,477721,,,,,,,,68.7191666666667
2004-02-06,487818,472329,,,,,,,,68.8679166666667
2004-02-07,455025,437350,,,,,,,,51.1383333333333
2004-02-08,454011,437722,,,,,,,,51.5545833333333
2004-02-09,484931,470759,,,,,,,,68.8125
2004-02-10,479943,462878,,,,,,,,48.64125
2004-02-11,482279,468111,,,,,,,,50.10625
2004-02-12,484400,468270,,,,,,,,60.47125
2004-02-13,476680,462461,,,,,,,,53.64125
2004-02-14,454962,438067,,,,,,,,45.32
2004-02-15,457818,444662,,,,,,,,49.1491666666667
2004-02-16,492931,486295,,,,,,,,77.45625
2004-02-17,487382,477237,,,,,,,,60.0495833333333
2004-02-18,479687,468284,,,,,,,,63.4845833333333
2004-02-19,468179,452531,,,,,,,,49.1616666666667
2004-02-20,462675,450769,,,,,,,,46.5154166666667
2004-02-21,439457,419222,,,,,,,,42.4433333333333
2004-02-22,424898,403414,,,,,,,,38.2254166666667
2004-02-23,465307,452224,,,,,,,,51.6370833333333
2004-02-24,468904,455351,,,,,,,,50.6104166666667
2004-02-25,472392,454035,,,,,,,,45.7508333333333
2004-02-26,468102,449566,,,,,,,,54.0429166666667
2004-02-27,466101,441922,,,,,,,,49.2429166666667
2004-02-28,426095,401821,,,,,,,,38.0566666666667
2004-02-29,413860,384513,,,,,,,,29.6004166666667
2004-03-01,449539,427042,,,,,,,,37.8104166666667
2004-03-02,444743,427328,,,,,,,,40.6495833333333
2004-03-03,452221,430736,,,,,,,,42.7866666666667
2004-03-04,463137,433227,,,,,,,,38.2479166666667
2004-03-05,459790,434162,,,,,,,,47.5233333333333
2004-03-06,421765,404349,,,,,,,,44.75
2004-03-07,420390,403825,,,,,,,,36.58125
2004-03-08,463668,443284,,,,,,,,43.97125
2004-03-09,459372,440207,,,,,,,,50.0645833333333
2004-03-10,454246,434966,,,,,,,,44.3491666666667
2004-03-11,452748,436471,,,,,,,,43.7104166666667
2004-03-12,464182,447126,,,,,,,,54.08625
2004-03-13,427153,417876,,,,,,,,54.4395833333333
2004-03-14,416764,406899,,,,,,,,60.6545833333333
2004-03-15,452967,445652,,,,,,,,62.36125
2004-03-16,472734,465182,,,,,,,,72.27875
2004-03-17,467552,458708,,,,,,,,60.9270833333333
2004-03-18,461481,449319,,,,,,,,55.0008333333333
2004-03-19,446625,436192,,,,,,,,54.0708333333333
2004-03-20,423699,407933,,,,,,,,46.8841666666667
2004-03-21,422879,406510,,,,,,,,42.8470833333333
2004-03-22,471074,458999,,,,,,,,66.4854166666667
2004-03-23,460316,447227,,,,,,,,51.39625
2004-03-24,459845,438803,,,,,,,,49.9158333333333
2004-03-25,439252,420688,,,,,,,,46.9158333333333
2004-03-26,438343,412963,,,,,,,,43.9416666666667
2004-03-27,401062,375785,,,,,,,,36.2675
2004-03-28,393440,366938,,,,,,,,34.3058333333333
2004-03-29,433368,408375,,,,,,,,47.0283333333333
2004-03-30,444304,415656,,,,,,,,50.9720833333333
2004-03-31,448847,422288,,,,,,,,54.675
2004-04-01,444396,422745,,,,,,,,44.295
2004-04-02,440845,415563,,,,,,,,49.3825
2004-04-03,401486,376961,,,,,,,,41.4979166666667
2004-04-04,406929,385564,,,,,,,,44.7791666666667
2004-04-05,449939,435624,,,,,,,,59.0495833333333
2004-04-06,437109,426421,,,,,,,,60.9116666666667
2004-04-07,435232,416278,,,,,,,,47.4633333333333
2004-04-08,428769,407505,,,,,,,,40.5183333333333
2004-04-09,383648,353599,,,,,,,,32.4091666666667
2004-04-10,396822,358006,,,,,,,,39.0979166666667
2004-04-11,385745,348490,,,,,,,,31.2583333333333
2004-04-12,427034,398860,,,,,,,,47.91
2004-04-13,447447,420918,,,,,,,,58.9020833333333
2004-04-14,441334,405943,,,,,,,,43.7416666666667
2004-04-15,441116,402894,,,,,,,,52.8520833333333
2004-04-16,423513,394198,,,,,,,,53.6716666666667
2004-04-17,393002,362071,,,,,,,,42.9783333333333
2004-04-18,389177,355075,,,,,,,,42.8558333333333
2004-04-19,422282,392812,,,,,,,,50.58375
2004-04-20,430364,393424,,,,,,,,48.20375
2004-04-21,422992,399901,,,,,,,,52.46125
2004-04-22,419068,394177,,,,,,,,41.2470833333333
2004-04-23,414821,390099,,,,,,,,40.3279166666667
2004-04-24,390277,354862,,,,,,,,32.0016666666667
2004-04-25,403842,366808,,,,,,,,42.8104166666667
2004-04-26,437535,401499,,,,,,,,49.78375
2004-04-27,437510,408924,,,,,,,,42.77875
2004-04-28,438410,409690,,,,,,,,46.9758333333333
2004-04-29,428735,398646,,,,,,,,44.34375
2004-04-30,425467,393773,,,,,,,,52.615
2004-05-01,392731,355265,,,,,,,,41.6220833333333
2004-05-02,391807,357868,,,,,,,,39.7845833333333
2004-05-03,437080,405330,,,,,,,,51.8254166666667
2004-05-04,435162,403476,,,,,,,,43.1729166666667
2004-05-05,434429,399754,,,,,,,,45.4170833333333
2004-05-06,433756,399847,,,,,,,,50.2529166666667
2004-05-07,420575,388401,,,,,,,,50.3320833333333
2004-05-08,389531,364286,,,,,,,,46.8375
2004-05-09,373552,344460,,,,,,,,37.35375
2004-05-10,429361,399548,,,,,,,,53.855
2004-05-11,428671,396680,,,,,,,,62.3966666666667
2004-05-12,435816,406449,,,,,,,,65.4329166666667
2004-05-13,449879,424158,,,,,,,,80.1129166666667
2004-05-14,446699,424434,,,,,,,,69.77875
2004-05-15,399960,356966,,,,,,,,41.2908333333333
2004-05-16,380406,337862,,,,,,,,37.0316666666667
2004-05-17,426729,395143,,,,,,,,66.2983333333333
2004-05-18,432321,401068,,,,,,,,52.67125
2004-05-19,429250,393301,,,,,,,,52.3020833333333
2004-05-20,447738,403312,,,,,,,,50.8341666666667
2004-05-21,437823,388862,,,,,,,,40.6783333333333
2004-05-22,386198,349249,,,,,,,,68.5341666666667
2004-05-23,378740,339137,,,,,,,,37.1204166666667
2004-05-24,387583,345191,,,,,,,,33.3975
2004-05-25,433310,392188,,,,,,,,45.9341666666667
2004-05-26,443441,397521,,,,,,,,46.3029166666667
2004-05-27,449781,397858,,,,,,,,48.3725
2004-05-28,426418,388023,,,,,,,,38.82125
2004-05-29,383102,348499,,,,,,,,29.34625
2004-05-30,375375,338550,,,,,,,,24.6208333333333
2004-05-31,429944,393165,,,,,,,,38.1854166666667
2004-06-01,431530,392898,,,,,,,,39.3408333333333
2004-06-02,427903,391292,,,,,,,,34.1929166666667
2004-06-03,433215,394203,,,,,,,,37.2083333333333
2004-06-04,430369,388346,,,,,,,,38.9191666666667
2004-06-05,395998,352889,,,,,,,,31.7041666666667
2004-06-06,386124,348261,,,,,,,,40.5995833333333
2004-06-07,452391,423145,,,,,,,,55.725
2004-06-08,483387,461506,,,,,,,,74.6104166666667
2004-06-09,495555,478270,,,,,,,,68.3375
2004-06-10,457059,412689,,,,,,,,51.4408333333333
2004-06-11,433050,397111,,,,,,,,44.0483333333333
2004-06-12,396093,359612,,,,,,,,37.9541666666667
2004-06-13,394565,360228,,,,,,,,38.6358333333333
2004-06-14,462237,443556,,,,,,,,66.1220833333334
2004-06-15,472820,441001,,,,,,,,66.42
2004-06-16,460818,428272,,,,,,,,52.9641666666667
2004-06-17,470926,434138,,,,,,,,57.51
2004-06-18,469713,436674,,,,,,,,67.2395833333333
2004-06-19,404892,362171,,,,,,,,35.0483333333333
2004-06-20,380820,347718,,,,,,,,29.3354166666667
2004-06-21,438908,411625,,,,,,,,44.3079166666667
2004-06-22,443832,415132,,,,,,,,45.82875
2004-06-23,452731,418881,,,,,,,,47.9041666666667
2004-06-24,451466,422150,,,,,,,,47.1133333333333
2004-06-25,438023,396050,,,,,,,,37.5466666666667
2004-06-26,400902,358724,,,,,,,,40.17375
2004-06-27,388100,351586,,,,,,,,33.2358333333333
2004-06-28,442823,398937,,,,,,,,39.1408333333333
2004-06-29,440449,404722,,,,,,,,35.7504166666667
2004-06-30,450314,414025,,,,,,,,62.2616666666667
2004-07-01,427979,395379,,,,,,,,60.05125
2004-07-02,417924,387219,,,,,,,,45.6020833333333
2004-07-03,411718,373986,,,,,,,,32.8954166666667
2004-07-04,414370,382954,,,,,,,,45.6258333333333
2004-07-05,442786,414042,,,,,,,,32.0283333333333
2004-07-06,429402,403824,,,,,,,,32.345
2004-07-07,461037,413891,,,,,,,,40.6679166666667
2004-07-08,455094,404147,,,,,,,,33.9175
2004-07-09,436410,396315,,,,,,,,41.5145833333333
2004-07-10,410224,377111,,,,,,,,38.1654166666667
2004-07-11,416609,383130,,,,,,,,46.7120833333333
2004-07-12,480299,448562,,,,,,,,49.9070833333333
2004-07-13,492152,450487,,,,,,,,45.3233333333333
2004-07-14,467410,424180,,,,,,,,38.6295833333333
2004-07-15,453025,404012,,,,,,,,47.7629166666667
2004-07-16,448926,414354,,,,,,,,51.3670833333333
2004-07-17,426019,392459,,,,,,,,45.0366666666667
2004-07-18,413897,378530,,,,,,,,36.50375
2004-07-19,463408,435229,,,,,,,,50.2179166666667
2004-07-20,476691,441597,,,,,,,,57.6733333333333
2004-07-21,495057,475303,,,,,,,,65.1841666666667
2004-07-22,504005,489762,,,,,,,,59.7308333333333
2004-07-23,461215,423135,,,,,,,,44.7070833333333
2004-07-24,409643,362113,,,,,,,,31.1320833333333
2004-07-25,400498,356097,,,,,,,,29.6691666666667
2004-07-26,444053,404929,,,,,,,,39.9791666666667
2004-07-27,451198,409303,,,,,,,,49.4470833333333
2004-07-28,450013,422193,,,,,,,,52.8583333333333
2004-07-29,458329,445478,,,,,,,,55.33
2004-07-30,458693,446847,,,,,,,,55.2195833333333
2004-07-31,442149,413248,,,,,,,,57.9058333333334
2004-08-01,428885,390684,,,,,,,,47.65875
2004-08-02,451385,419278,,,,,,,,62.28125
2004-08-03,491127,466698,,,,,,,,61.4283333333333
2004-08-04,481201,431918,,,,,,,,55.0629166666667
2004-08-05,450217,406790,,,,,,,,44.2395833333333
2004-08-06,427523,396060,,,,,,,,35.7233333333333
2004-08-07,394799,359514,,,,,,,,34.4533333333333
2004-08-08,399022,362565,,,,,,,,33.745
2004-08-09,466328,430031,,,,,,,,45.5754166666667
2004-08-10,480675,439649,,,,,,,,48.98
2004-08-11,453891,420847,,,,,,,,40.16625
2004-08-12,449680,411116,,,,,,,,32.0208333333333
2004-08-13,453331,400875,,,,,,,,36.6825
2004-08-14,411677,366399,,,,,,,,37.0904166666667
2004-08-15,406233,358768,,,,,,,,25.64625
2004-08-16,461124,419142,,,,,,,,39.9008333333333
2004-08-17,460005,420265,,,,,,,,40.5883333333333
2004-08-18,473892,433017,,,,,,,,47.5933333333333
2004-08-19,467055,424361,,,,,,,,49.6679166666667
2004-08-20,447485,400830,,,,,,,,39.8558333333333
2004-08-21,407782,359288,,,,,,,,39.8145833333333
2004-08-22,392219,352124,,,,,,,,30.15875
2004-08-23,456868,422830,,,,,,,,42.0675
2004-08-24,457477,412734,,,,,,,,39.3454166666667
2004-08-25,485398,450113,,,,,,,,49.1304166666667
2004-08-26,484075,462259,,,,,,,,51.2520833333333
2004-08-27,495463,471949,,,,,,,,61.62875
2004-08-28,464332,425612,,,,,,,,50.7029166666667
2004-08-29,425276,383059,,,,,,,,36.2933333333333
2004-08-30,465646,419153,,,,,,,,46.9104166666667
2004-08-31,467930,427754,,,,,,,,43.00875
2004-09-01,460985,426961,,,,,,,,50.6266666666667
2004-09-02,458348,428624,,,,,,,,47.57125
2004-09-03,464983,442449,,,,,,,,53.7375
2004-09-04,433337,413073,,,,,,,,47.84
2004-09-05,415700,391403,,,,,,,,40.8033333333333
2004-09-06,414037,392411,,,,,,,,38.71875
2004-09-07,455349,441121,,,,,,,,48.6241666666667
2004-09-08,442721,419794,,,,,,,,39.04125
2004-09-09,448284,417245,,,,,,,,43.3775
2004-09-10,439438,416141,,,,,,,,42.4441666666667
2004-09-11,400058,378861,,,,,,,,36.7604166666667
2004-09-12,400901,381662,,,,,,,,43.1716666666667
2004-09-13,444562,428871,,,,,,,,56.79875
2004-09-14,446162,433880,,,,,,,,51.2620833333333
2004-09-15,456042,449349,,,,,,,,51.82875
2004-09-16,458027,445640,,,,,,,,51.3379166666667
2004-09-17,427084,406768,,,,,,,,42.31125
2004-09-18,377804,363079,,,,,,,,41.0754166666667
2004-09-19,364360,350246,,,,,,,,41.25
2004-09-20,410904,406537,,,,,,,,51.6329166666667
2004-09-21,422810,419330,,,,,,,,55.0308333333333
2004-09-22,435098,432875,,,,,,,,57.90125
2004-09-23,445131,441755,,,,,,,,65.0833333333333
2004-09-24,441610,437249,,,,,,,,64.7379166666667
2004-09-25,394160,386461,,,,,,,,53.3379166666667
2004-09-26,378209,369462,,,,,,,,47.465
2004-09-27,426371,421201,,,,,,,,58.3970833333334
2004-09-28,419403,413672,,,,,,,,59.8425
2004-09-29,412264,406232,,,,,,,,53.9854166666667
2004-09-30,413112,407791,,,,,,,,51.02375
2004-10-01,408374,404237,,,,,,,,53.5370833333333
2004-10-02,379063,371896,,,,,,,,50.5520833333333
2004-10-03,365415,354724,,,,,,,,45.295
2004-10-04,406914,402877,,,,,,,,48.6058333333333
2004-10-05,407178,403695,,,,,,,,47.2329166666667
2004-10-06,409792,406573,,,,,,,,52.65625
2004-10-07,416832,411995,,,,,,,,53.4108333333333
2004-10-08,406761,404811,,,,,,,,60.2104166666667
2004-10-09,375369,367299,,,,,,,,47.5241666666667
2004-10-10,354783,347630,,,,,,,,40.745
2004-10-11,366758,352967,,,,,,,,40.64875
2004-10-12,412265,404499,,,,,,,,48.4716666666667
2004-10-13,410534,404151,,,,,,,,50.10625
2004-10-14,415793,409520,,,,,,,,45.1841666666667
2004-10-15,419421,406138,,,,,,,,47.43875
2004-10-16,380972,369533,,,,,,,,39.2220833333333
2004-10-17,381371,369564,,,,,,,,41.4625
2004-10-18,439238,417946,,,,,,,,53.0608333333333
2004-10-19,440868,420697,,,,,,,,61.4716666666667
2004-10-20,447795,418235,,,,,,,,49.25375
2004-10-21,441763,415827,,,,,,,,49.605
2004-10-22,440279,410867,,,,,,,,53.6583333333333
2004-10-23,397912,375558,,,,,,,,44.34875
2004-10-24,395255,367372,,,,,,,,45.4241666666667
2004-10-25,438543,409110,,,,,,,,49.7633333333333
2004-10-26,444756,409650,,,,,,,,46.8033333333333
2004-10-27,445489,414296,,,,,,,,50.8158333333333
2004-10-28,450101,414317,,,,,,,,55.41875
2004-10-29,439866,411862,,,,,,,,58.12875
2004-10-30,394288,375343,,,,,,,,48.9016666666667
2004-10-31,381963,361938,,,,,,,,43.53875
2004-11-01,427134,413733,,,,,,,,57.9745833333333
2004-11-02,433390,420433,,,,,,,,65.405
2004-11-03,439660,419314,,,,,,,,43.8241666666667
2004-11-04,460797,431735,,,,,,,,53.9566666666667
2004-11-05,450231,423164,,,,,,,,57.7370833333333
2004-11-06,410155,380180,,,,,,,,46.92875
2004-11-07,397335,370575,,,,,,,,47.69625
2004-11-08,441316,430957,,,,,,,,71.0445833333334
2004-11-09,444740,438491,,,,,,,,64.3375
2004-11-10,441565,431540,,,,,,,,64.7383333333333
2004-11-11,438398,431714,,,,,,,,64.1754166666667
2004-11-12,444133,435357,,,,,,,,60.7833333333333
2004-11-13,415344,405545,,,,,,,,58.02375
2004-11-14,404493,389957,,,,,,,,49.86
2004-11-15,448656,428794,,,,,,,,52.3316666666667
2004-11-16,441474,422966,,,,,,,,54.4466666666667
2004-11-17,445914,418858,,,,,,,,50.85125
2004-11-18,442531,417588,,,,,,,,59.6304166666667
2004-11-19,448984,417684,,,,,,,,43.3908333333333
2004-11-20,419755,397292,,,,,,,,44.8575
2004-11-21,411826,381412,,,,,,,,36.3658333333333
2004-11-22,454152,426152,,,,,,,,45.55
2004-11-23,458559,432561,,,,,,,,44.56625
2004-11-24,462786,442589,,,,,,,,53.0358333333333
2004-11-25,465883,450930,,,,,,,,43.0979166666667
2004-11-26,455746,445050,,,,,,,,44.3225
2004-11-27,423237,406282,,,,,,,,46.4779166666667
2004-11-28,418705,401089,,,,,,,,42.9733333333333
2004-11-29,455140,447474,,,,,,,,58.1179166666667
2004-11-30,453656,441645,,,,,,,,41.8654166666667
2004-12-01,464303,448799,,,,,,,,59.4958333333333
2004-12-02,471471,455605,,,,,,,,60.0275
2004-12-03,474228,460915,,,,,,,,55.0741666666667
2004-12-04,450615,428898,,,,,,,,45.3045833333333
2004-12-05,437309,412699,,,,,,,,54.20125
2004-12-06,496584,477307,,,,,,,,73.0191666666667
2004-12-07,489235,472661,,,,,,,,52.5904166666667
2004-12-08,476425,455571,,,,,,,,37.7083333333333
2004-12-09,477377,452325,,,,,,,,39.25875
2004-12-10,489165,460731,,,,,,,,47.4270833333333
2004-12-11,460124,428133,,,,,,,,40.71125
2004-12-12,461186,423649,,,,,,,,47.0470833333333
2004-12-13,490935,464837,,,,,,,,56.0316666666667
2004-12-14,496260,481211,,,,,,,,60.8075
2004-12-15,497040,476749,,,,,,,,59.2954166666667
2004-12-16,490217,469152,,,,,,,,54.2529166666667
2004-12-17,497709,469415,,,,,,,,52.7529166666667
2004-12-18,476502,440525,,,,,,,,42.3516666666667
2004-12-19,489275,455723,,,,,,,,58.5558333333333
2004-12-20,533414,519909,,,,,,,,80.4720833333333
2004-12-21,517036,496373,,,,,,,,67.07875
2004-12-22,510081,477604,,,,,,,,45.6558333333333
2004-12-23,514755,474559,,,,,,,,49.3195833333333
2004-12-24,470681,439272,,,,,,,,40.8008333333333
2004-12-25,443423,411386,,,,,,,,36.9429166666667
2004-12-26,439971,410261,,,,,,,,41.2570833333333
2004-12-27,476860,437209,,,,,,,,55.7791666666667
